;№ КП;дата выдачи;Партнер (для КП);Конечный заказчик;Дистрибьютор;Sale;Presale
4830;4898;2022-08-19;IVS;Уралкалий;;Никитин;Курышев
4831;4899;2022-08-19;MTUS;Ростелеком;Марвел;Турков;Юль
4832;4900;2022-08-19;Minimax;Золотоизвлекательная фабрика Белая гора Хабаровский край;OCS;Кононов;Антоновский
4833;4901;2022-08-19;Ixcellerate;Ixcellerate;;Никитин;Антоновский
4834;4902;2022-08-19;DataRK;"АО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ТОЧНЫХ ПРИБОРОВ""";;Никитин;Курышев
4835;4903;2022-08-19;Softline;Дмитрогорский мясоперерабатывающий завод;;Филипчук;Юль
4836;4904;2022-08-19;Comita;Комита;Марвел;Филипчук;Юль
4837;4905;2022-08-22;Sonet NN;Территориальный фонд обязательного медицинского страхования Нижегородской области 5253001734;Мерлион;Кононов;Тугаев
4838;4906;2022-08-22;STI;ЦОД НТВ;;Турков;Курышев
4839;4907;2022-08-22;Talmer;Сигнатек;;Попова;Тугаев
4840;4908;2022-08-22;Marvel;Центр развития перспективных технологий ( ЦРПТ);Марвел;Никитин;Курышев
4841;4909;2022-08-22;Softline;Софтлайн;;Никитин;Антоновский
4842;4910;2022-08-22;Portal-S;АО фирма «Агрокомплекс» им. Н.И. Ткачева, ИНН 2328000083;Мерлион;Кононов;Тугаев
4843;4911;2022-08-22;Alias;ЦОД ПАО Фортум;;Дьяков;Тугаев
4844;4912;2022-08-22;T1-Integration;РТИТС ( РТ Инвест Транспортные Системы);;Никитин;Курышев
4845;4913;2022-08-22;Rubitech;СБЕР;;Никитин;Антоновский
4846;4914;2022-08-22;Marvel;МТУ-С;Марвел;Кононов;Тугаев
4847;4915;2022-08-23;SDA Solutions;Госфильмофонд;;Филипчук;Антоновский
4848;4916;2022-08-23;Rubitech;ФНС;;Никитин;Юль
4849;4917;2022-08-23;Tegrus;РНИМУ им. Н.И.Пирогова МЗ РФ;Мерлион;Филипчук;Антоновский
4850;4918;2022-08-23;Ixcellerate;Ixcellerate;;Никитин;Антоновский
4851;4919;2022-08-23;Oberon;Сбербанк;Марвел;Нилов;Юль
4852;4920;2022-08-23;Nix;;НИКС;Дианова;Тугаев
4853;4921;2022-08-23;Talmer;ЦРПТ;;Попова;Тугаев
4854;4922;2022-08-23;Iteco;Телекомпания НТВ;;Филипчук;Антоновский
4855;4923;2022-08-23;AT Consulting;МИАЦ;;Филипчук;Тугаев
4856;4924;2022-08-24;Test;МИАЦ;;Филипчук;Петров
4857;4925;2022-08-24;Rubitech;РУППУР;;Никитин;Тугаев
4858;4926;2022-08-24;AV-Integra;Таиф-Сибур;;Нилов;Курышев
4859;4927;2022-08-24;Skif-M;"ООО ""СКИФ-М""";;Дьяков;Тугаев
4860;4928;2022-08-24;AtomData;Атомдата;;Никитин;Юль
4861;4929;2022-08-24;Rubitech;РУППУР;;Никитин;Курышев
4862;4930;2022-08-24;Marvel;ФениксКонстракшн;Марвел;Филипчук;Юль
4863;4931;2022-08-24;Rapet-In;ООО «РАТЕП-ИННОВАЦИЯ»;;Черкашин;Тугаев
4864;4932;2022-08-24;M-Invest;СТК Развитие;;Попова;Тугаев
4865;4933;2022-08-25;R&M;R&M;;Кононов;Тугаев
4866;4934;2022-08-25;Avilex;ДИТ (для СК РФ);Мерлион;Турков;Курышев
4867;4935;2022-08-25;ICL;ПАО Казанский завод органического синтеза (Казань);;Турков;Курышев
4868;4936;2022-08-25;Sitronics;Сибур;;Дианова;Тугаев
4869;4937;2022-08-25;Paladin;Профхолод;;Турков;Юль
4870;4938;2022-08-25;ICL;Норникель;;Турков;Курышев
4871;4939;2022-08-25;Brevis;Тулаточмаш;;Попова;Тугаев
4872;4940;2022-08-25;SDA Solutions;Гикаком Системс;;Филипчук;Антоновский
4873;4941;2022-08-26;Elcomtrading;"1-АО ""НИЦ СПб ЭТУ""";;Нилов;Петров
4874;4942;2022-08-26;Wizard;АстраЗенека Фармасьютикалз;;Турков;Курышев
4875;4943;2022-08-26;greenhub;Авиакомпания Россия;Марвел;Турков;Петров
4876;4944;2022-08-26;RentNet;Ретн-Нет;;Кононов;Тугаев
4877;4945;2022-08-26;Marvel;Сбербанк;Марвел;Нилов;Тугаев
4878;4946;2022-08-26;IVS;"ПАО ""Т-ПЛЮС""";;Никитин;Петров
4879;4947;2022-08-26;Lanit Nord;Ланит-Норд;;Попова;Тугаев
4880;4948;2022-08-26;Marvel;РТК ЦТ;;Турков;Курышев
4881;4949;2022-08-26;TSO;МГТУ им. Н.Э. Баумана;Марвел;Филипчук;Юль
4882;4950;2022-08-26;IBS Platformix;Газпромнефть ЗКО;Марвел;Филипчук;Курышев
4883;4951;2022-08-26;Marvel;ДАТАПРО;;Никитин;Петров
4884;4952;2022-08-26;DataRK; ПАО Уралкалий;;Никитин;Курышев
4885;4953;2022-08-26;Marvel;Сбер;Марвел;Нилов;Курышев
4886;4954;2022-08-26;Croc;;;Никитин;Курышев
4887;4955;2022-08-26;USSB;АО  «Новорослесэкспорт» (АО «НЛЭ»);;Никитин;Курышев
4888;4956;2022-08-26;Softline;Росприроднадзор;;Никитин;Петров
4889;4957;2022-08-29;HTS;;;;Курышев
4890;4958;2022-08-29;BinCom;УМВД по Брянской области;;Кононов;Тугаев
4891;4959;2022-08-29;Tsentrelectromontazh;Яндекс;Марвел;Филипчук;Епихин
4892;4960;2022-08-29;Tela Telecom;Акционерное общество «Ванинский Морской Торговый Порт»;Марвел;Филипчук;Петров
4893;4961;2022-08-29;Ixcellerate;Ixcellerate;;Никитин;Курышев
4894;4962;2022-08-29;SDA Solutions;ООО Гикаком Системс;;Филипчук;Петров
4895;4963;2022-08-29;Talmer;МФИ Соф;;Попова;Тугаев
4896;4964;2022-08-29;Satel;Арктик СПГ 2;;Турков;Петров
4897;4965;2022-08-29;BinCom;ОБУЗ «КГССМП»;;Кононов;Тугаев
4898;4966;2022-08-30;Mascom-it;"ГКУ АМУРУПРАДОР, ИНН
2801025890";Марвел;Турков;Петров
4899;4967;2022-08-30;audiovideosystems;Оператор Электронного Правительства Свердловской области;Марвел;Турков;Епихин
4900;4968;2022-08-30;Technodinamica;КАЗАНСКИЙ ГИПРОНИИАВИАПРОМ ИМ. Б.И. ТИХОМИРОВА  ПАО «Туполев»;;Филипчук;Курышев
4901;4969;2022-08-30;Vybos;ФГУП КВАНТ Ленинградская область, Ломоносовский район, Лаголовское сельское поселение, СНТ Городское, Красносельская ул., д.27.;;Филипчук;Епихин
4902;4970;2022-08-30;Smartc;ПАО Сбербанк;;Дьяков;Тугаев
4903;4971;2022-08-30;Pronet;ГОСЗНАК;;Никитин;Курышев
4904;4972;2022-08-30;Inline telecom;ЦХД;;Турков;Юль
4905;4973;2022-08-30;Telesvyaz;ГК Телесвязь;;Кононов;Тугаев
4906;4974;2022-08-30;Marvel;РТК ЦТ;Марвел;Турков;Епихин
4907;4975;2022-08-30;Marvel;РТК ЦТ;Марвел;Турков;Епихин
4908;4976;2022-08-30;Ixcellerate;Ixcellerate;;Никитин;Епихин
4909;4977;2022-08-30;Telecom Integratsiya;ОРВД (Москва, Екатеринбург);;Турков;Петров
4910;4978;2022-08-30;Sinto;Государственное бюджетное учреждение Ярославской области «Электронный регион»;;Филипчук;Юль
4911;4979;2022-08-30;Rubitech;Лахта-Центр;;Никитин;Петров
4912;4980;2022-08-30;Sinto;Государственное бюджетное учреждение Ярославской области «Электронный регион»;;Филипчук;Петров
4913;4981;2022-08-30;test;;;Филипчук;Юль
4914;4982;2022-08-31;Electroagregat;Электроагрегат;;Черкашин;Тугаев
4915;4983;2022-08-31;Vingard;;;Турков;Епихин
4916;4984;2022-08-31;Ixcellerate;Ixcellerate;;Никитин;Епихин
4917;4985;2022-08-31;Absolute Technologies;АО «Абсолютные Технологии»;;Никитин;Петров
4918;4986;2022-08-31;Merlion;Университет Синергия;Мерлион;Никитин;Курышев
4919;4987;2022-08-31;Technoit;Ростовская АЭС;Марвел;Турков;Петров
4920;4988;2022-08-31;Yandex;Яндекс;Марвел;Филипчук;Юль
4921;4989;2022-08-31;Marvel;Взлет Мск;Марвел;Турков;Петров
4922;4990;2022-08-31;Softline;ВТБ банк Армения;;Турков;Курышев
4923;4991;2022-08-31;Marvel;Ядро;Марвел;Турков;Юль
4924;4992;2022-09-01;Inforser;Московский метрополитен;;Турков;Петров
4925;4993;2022-09-01;Tegrus;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ПОДДЕРЖКИ""";Мерлион;Филипчук;Епихин
4926;4994;2022-09-01;Rubitech;АО ИК «Атомстройэкспорт»;;Никитин;Епихин
4927;4995;2022-09-01;Stinco;Стинко;;Дьяков;Тугаев
4928;4996;2022-09-01;ServiceElectro;"ООО ""СервисЭлектро""";;Дьяков;Тугаев
4929;4997;2022-09-01;Rubitech;ФНС;;Никитин;Епихин
4930;4998;2022-09-01;I-core;;;Никитин;Курышев
4931;4999;2022-09-01;Marvel;PNK group;Марвел;Филипчук;Юль
4932;5000;2022-09-01;Оберон;Сбербанк;;Нилов;Юль
4933;5001;2022-09-01;Open technology;Русгидро - Чебоксарская ГЭС;Марвел;Турков;Юль
4934;5002;2022-09-02;Rubitech;РЕСО-Гарантия;;Никитин;Петров
4935;5003;2022-09-02;Oberon;СБ Сколково;;Нилов;Курышев
4936;5004;2022-09-02;Iso-energo;"ООО ""Газпромнефть-Снабжение""";Мерлион;Кононов;Тугаев
4937;5005;2022-09-02;Itogo;ООО Хартия;;Филипчук;Юль
4938;5006;2022-09-02;ASK computers;DNS;;Филипчук;Епихин
4939;5007;2022-09-02;Luis+;;;Кононов;Тугаев
4940;5008;2022-09-02;Stacktelecom;Стек Телеком;;Турков;Юль
4941;5009;2022-09-02;IBS Platformix;НорНикель;Марвел;Турков;Юль
4942;5010;2022-09-02;3data;3ДАТА;;Никитин;Петров
4943;5011;2022-09-02;3logic;3logic;;Турков;Петров
4944;5012;2022-09-02;VBK;ГУ МВД России по Свердловской области;Марвел;Филипчук;Петров
4945;5013;2022-09-02;Rubitech;РЕСО-Гарантия;;Никитин;Петров
4946;5014;2022-09-02;Sinto;Государственное бюджетное учреждение Ярославской области «Электронный регион»;;Филипчук;Петров
4947;5015;2022-09-05;Talmer;МФИ Соф;;Попова;Тугаев
4948;5016;2022-09-05;Marvel;Газпромнефть ИТО;Марвел;Филипчук;Петров
4949;5017;2022-09-05;IVS;РТС ( ООО Региональные Теле Системы);;Никитин;Петров
4950;5018;2022-09-05;Sonet Inv;;;Дианова;Тугаев
4951;5019;2022-09-05;Paradigma;Гардиан Стекло Ростов;Марвел;Турков;Юль
4952;5020;2022-09-05;Sinto;Белебеевский Молочный Комбинат, АО;;Филипчук;Петров
4953;5021;2022-09-05;USSB;АО РОТЭК;;Никитин;Епихин
4954;5022;2022-09-05;Impuls Telekom;АО «СИТРОНИКС»,;;Филипчук;Юль
4955;5023;2022-09-06;IBS Platformix;Парус Электро;Марвел;Турков;Петров
4956;5024;2022-09-06;Ford Dialog;ИТС ЧЕБОКСАРСКОЙ ГОРОДСКОЙ АГЛОМЕРАЦИИ;;Филипчук;Епихин
4957;5025;2022-09-06;Croc;Крок;OCS;Кононов;Тугаев
4958;5026;2022-09-06;Talmer;МФИ Соф;;Попова;Тугаев
4959;5027;2022-09-06;Talmer;МФИ Соф;;Попова;Тугаев
4960;5028;2022-09-06;Marvel;Яндекс;Марвел;Филипчук;Тугаев
4961;5029;2022-09-06;Softline;Тольяттиазот, ПАО;Марвел;Филипчук;Петров
4962;5030;2022-09-06;Tempesto;"АО ""Онежский судостроительный-судоремонтный завод""";;Попова;Тугаев
4963;5031;2022-09-06;Marvel;РТК ЦТ;Марвел;Турков;Петров
4964;5032;2022-09-07;OCS;Газпромнефть ИТО;OCS;Турков;Юль
4965;5033;2022-09-07;Servionica;Мосэнергосбыт;;Никитин;Курышев
4966;5034;2022-09-07;Rittal;МТС;;Дианова;Тугаев
4967;5035;2022-09-07;kv-projects;ТНС Энерго Великий Новгород;;Турков;Петров
4968;5036;2022-09-07;Ittechnogroup;ГБП ОУ РК «Керченский морской технический колледж»;;Турков;Тугаев
4969;5037;2022-09-07;Europlust;Европласт;;Дьяков;Тугаев
4970;5038;2022-09-07;Inrutel;ГУ МВД РОССИИ ПО Г. САНКТ-ПЕТЕРБУРГУ;;Филипчук;Тугаев
4971;5039;2022-09-07;Teleport;СОГБУ «Смоленскавтодор»;;Черкашин;Тугаев
4972;5040;2022-09-07;ASK computers;DNS;;Филипчук;Епихин
4973;5041;2022-09-07;Aksoft;"ГБУ АО ""ИНФРАСТРУКТУРНЫЙ ЦЕНТР ЭЛЕКТРОННОГО ПРАВИТЕЛЬСТВА""";;Филипчук;Юль
4974;5042;2022-09-08;IBS Platformix;ДЕТСКИЙ МЕДИЦИНСКИЙ ЦЕНТР УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА;;Никитин;Епихин
4975;5043;2022-09-08;Ixcellerate;Ixcellerate;;Никитин;Юль
4976;5044;2022-09-08;MTU-S;МТУ-С;Марвел;Кононов;Тугаев
4977;5045;2022-09-08;Merlion;Мерлион;Merlion;Нугманов;Юль
4978;5046;2022-09-08;k-tech;"Департамент транспорта
РФ";;Турков;Петров
4979;5047;2022-09-08;Marvel;НАУЧНОТЕХНИЧЕСКОЕ ОБЪЕДИНЕНИЕ ИРЭПОЛЮС;Марвел;Нилов;Юль
4980;5048;2022-09-08;Marvel;Маломырский рудник;Марвел;Турков;Петров
4981;5049;2022-09-08;Marvel;Яндекс;Марвел;Филипчук;Юль
4982;5050;2022-09-08;Softline;АО Русбурмаш;;Филипчук;Курышев
4983;5051;2022-09-08;Marvel;ДАТА ПРО;Марвел;Нугманов;Юль
4984;5052;2022-09-09;Accent;МИНИСТЕРСТВО ТРАНСПОРТА И ДОРОЖНОГО ХОЗЯЙСТВА АМУРСКОЙ ОБЛАСТИ;Марвел;Филипчук;Петров
4985;5053;2022-09-09;Stacktelecom;Стек Телеком;;Турков;Петров
4986;5054;2022-09-09;Marvel;Даталайн/ЦХД;Марвел;Турков;Юль
4987;5055;2022-09-09;Elcorservice;ФСБ;;Кононов;Тугаев
4988;5056;2022-09-09;Icon-T;Wildberries;Марвел;Филипчук;Юль
4989;5057;2022-09-09;Marvel;НИИМЭ (АО «НИИМЭ»);Марвел;Турков;Епихин
4990;5058;2022-09-09;Sitronics;МТС;;Дианова;Тугаев
4991;5059;2022-09-09;Galex;"ПАО ""РОССЕТИ СИБИРЬ""";Марвел;Филипчук;Юль
4992;5060;2022-09-12;Talmer;ЛГОК;;Попова;Тугаев
4993;5061;2022-09-12;IBS Platformix;Детский медицинский центр;Марвел;Турков;Юль
4994;5062;2022-09-12;Best inzhiniring;Алабуга Девелопмент;Марвел;Турков;Петров
4995;5063;2022-09-13;technopark-v;АО «Концерн «Созвездие»;;Филипчук;Епихин
4996;5064;2022-09-13;Croc;Пепсико-Холдинг;;Никитин;Юль
4997;5065;2022-09-13;Absolute Technologies;АО «Абсолютные Технологии»;;Дьяков;Тугаев
4998;5066;2022-09-13;Servionica;ООО «Проект-Девелопмент»;;Никитин;Епихин
4999;5067;2022-09-13;Marvel;ФАС;;Филипчук;Петров
5000;5068;2022-09-13;Absolute Technologies;АО «Абсолютные Технологии»;;Дьяков;Тугаев
5001;5069;2022-09-13;Sintez;ООО Синтез;;Дьяков;Тугаев
5002;5070;2022-09-14;Marvel;PNK group;Марвел;Филипчук;Епихин
5003;5071;2022-09-14;Uralenergotel;УралЭнергоТел;OCS;Кононов;Тугаев
5004;5072;2022-09-14;Optivera;РН-БашНИПИнефть;Марвел;Филипчук;Петров
5005;5073;2022-09-14;Talmer;Wildberries;;Попова;Тугаев
5006;5074;2022-09-14;Infocell;Новатэк Мурманск;Марвел;Турков;Петров
5007;5075;2022-09-14;Sonet Inv;;;Дианова;Тугаев
5008;5076;2022-09-14;Nppopton;АО Ульяновское конструкторское бюро приборостроения;;Филипчук;Петров
5009;5077;2022-09-14;Softline;АО «Копейский машзавод»;;Турков;Петров
5010;5078;2022-09-15;IBS Platformix;Норникель;Марвел;Турков;Епихин
5011;5079;2022-09-15;Altair;КДВ Групп;Марвел;Турков;Епихин
5012;5080;2022-09-15;Spectr-RS;Дата-центр ОБИТ;Марвел;Филипчук;Епихин
5013;5081;2022-09-15;Infosel;Гринатом;Марвел;Турков;Антоновский
5014;5082;2022-09-15;Servionica;Мосэнергосбыт;Марвел;Никитин;Епихин
5015;5083;2022-09-15;Trinity;Тольяттинская энергосбытовая компания (ТЭК);Марвел;Турков;Юль
5016;5084;2022-09-15;Talmer;МФИ Соф;;Попова;Тугаев
5017;5085;2022-09-16;Marvel;Уфимский научно-технических центр;Марвел;Турков;Юль
5018;5086;2022-09-16;Intechsvyaz;Тулажелдормаш;OCS;Кононов;Тугаев
5019;5087;2022-09-16;Croc;ОКБ Люльки;;Никитин;Епихин
5020;5088;2022-09-16;Marvel;АвалонЭлектроТех;Марвел;Филипчук;Тугаев
5021;5089;2022-09-16;Integraciya;ООО Интеграция;;Дьяков;Тугаев
5022;5090;2022-09-16;Softline;АК БАРС Девелопмент;Марвел;Никитин;Петров
5023;5091;2022-09-16;NTC Sphere;НТЦ Сфера;;Дьяков;Тугаев
5024;5092;2022-09-19;MTU-S;Ростелеком ММТС-9;;Кононов;Тугаев
5025;5093;2022-09-19;ARM EnergoTreyd;АО «Газпром диагностика»;;Черкашин;Тугаев
5026;5094;2022-09-19;New IT project;АО «НИКИЭТ» им. Доллежаля;;Черкашин;Тугаев
5027;5095;2022-09-19;New IT project;"АО ""ГКНПЦ ИМ. М.В. ХРУНИЧЕВА""";;Черкашин;Тугаев
5028;5096;2022-09-19;OOKB;БУЗ Орловской области ООКБ;;Дьяков;Тугаев
5029;5097;2022-09-19;ICL-services;"АО ""Атомтехэнерго""";;Черкашин;Тугаев
5030;5098;2022-09-19;ARM EnergoTreyd;АО АтомДата Иннополис Росатом;;Черкашин;Тугаев
5031;5099;2022-09-19;Promelectronica-Yug;Первоуральское Рудоуправление;;Кононов;Тугаев
5032;5100;2022-09-19;Marvel;PNK group;Марвел;Филипчук;Епихин
5033;5101;2022-09-19;Iteco;;Марвел;Филипчук;Юль
5034;5102;2022-09-19;T1-Integration;АЛЬФАБАНК;;Никитин;Юль
5035;5103;2022-09-19;Marvel;Яндекс;Марвел;Филипчук;Юль
5036;5104;2022-09-20;;ОБЛАЧНЫЕ ТЕХНОЛОГИИ;;Нилов;Юль
5037;5105;2022-09-20;DataPro;ДАТАПРО;Марвел;Никитин;Юль
5038;5106;2022-09-20;Technoprom;Гознак;Марвел;Филипчук;Юль
5039;5107;2022-09-20;Imbit;"ГНЦ РФ ФГУП ""НАМИ""";Марвел;Филипчук;Юль
5040;5108;2022-09-20;Rubitech;АЭС РУППУР Бангладеш;;Никитин;Петров
5041;5109;2022-09-20;Wizard;"ООО ""ОСК"" (Объединенная строительная
компания)";Марвел;Турков;Епихин
5042;5110;2022-09-20;Telecom Integratsiya;ООО «Банк Аверс»;;Турков;Епихин
5043;5111;2022-09-20;Wizard;"ООО ""ОСК"" (Объединенная строительная
компания)";;Турков;Епихин
5044;5112;2022-09-20;OTR;Росфинмониторинг;;Турков;Епихин
5045;5113;2022-09-20;tatin;АКЦИОНЕРНОЕ ОБЩЕСТВО 'ЗЕЛЕНОДОЛЬСКИЙ ЗАВОД ИМЕНИ А.М. ГОРЬКОГО';Марвел;Турков;Епихин
5046;5114;2022-09-21;Talmer;МФИ Софт;;Попова;Тугаев
5047;5115;2022-09-21;It-Lanit;Газпром Инфо;;Попова;Тугаев
5048;5116;2022-09-21;USK;АгроКомпекс им. Ткачева;;Дьяков;Тугаев
5049;5117;2022-09-21;Freecom;Администрация главы и правительства Республики Бурятия;OCS;Кононов;Тугаев
5050;5118;2022-09-21;Talmer;МФИ Софт;;Попова;Тугаев
5051;5119;2022-09-21;Yandex;Яндекс;Марвел;Филипчук;Юль
5052;5120;2022-09-21;Aksoft;АО Почта Банк;Аксфот;Филипчук;Петров
5053;5121;2022-09-21;Modul;"ООО ""ГЛ ИНЖИНИРИНГ"", ИНН 0266023912";;Черкашин;Тугаев
5054;5122;2022-09-21;Sharxdc;"Государственное унитарное предприятие ""Топливно-энергетический комплекс Санкт-Петербурга""";;Филипчук;Петров
5055;5123;2022-09-21;Lanit Nord;Мегафон;;Попова;Тугаев
5056;5124;2022-09-21;DataPro;ДАТАПРО;Марвел;Никитин;Курышев
5057;5125;2022-09-22;Rittal;Rittal;;Дианова;Тугаев
5058;5126;2022-09-22;Lanit Nord;Газпром Информ;;Попова;Тугаев
5059;5127;2022-09-22;Talmer;Альфа-Банк;;Попова;Тугаев
5060;5128;2022-09-22;Estera Technologies;Таганрогский Металлургический Завод;Марвел;Турков;Юль
5061;5129;2022-09-22;Kir;Каза́нский авиацио́нный заво́д и́мени С. П. Горбуно́ва (филиал ПАО «Туполев»);;Филипчук;Петров
5062;5130;2022-09-22;Marvel;Газпромнефть;Марвел;Турков;Юль
5063;5131;2022-09-22;SibirCompCompany;АО «СО ЕЭС», Филиал АО «СО ЕЭС» ОДУ Сибири;Мерлион;Турков;Юль
5064;5132;2022-09-22;Green MDC;ГЛАВНИВЦ;;Никитин;Петров
5065;5133;2022-09-22;Iso-energo;Газпром Информ;;Попова;Тугаев
5066;5134;2022-09-22;Iteco;"ОКБ им. А. Люльки филиал
ПАО ""ОДК-УМПО""";;Турков;Курышев
5067;5135;2022-09-22;Marvel;Газпромнефть ИТО;;Филипчук;Курышев
5068;5136;2022-09-22;Iso-energo;Центральный банк РФ;Марвел;Турков;Юль
5069;5137;2022-09-22;IXcellerate;IXcellerate;;Никитин;Епихин
5070;5138;2022-09-23;Elocom;МВД РФ г. Москвы;;Дьяков;Тугаев
5071;5139;2022-09-23;Sitilink UG;Новороссийский зерновой терминал (ООО «НЗТ»);;Филипчук;Петров
5072;5140;2022-09-23;Beeline;Вымпелком;;Никитин;Курышев
5073;5141;2022-09-23;3data;3ДАТА;;Никитин;Петров
5074;5142;2022-09-23;Kraftway Сorporation PLC;МО РФ;;Попова;Тугаев
5075;5143;2022-09-23;Talmer;МФИ Соф;;Попова;Тугаев
5076;5144;2022-09-26;OCS;КРОК;OCS;Кононов;Тугаев
5077;5145;2022-09-26;Croc;ООО «ПРОТЕХЭКСПЕРТ»;Марвел;Никитин;Юль
5078;5146;2022-09-26;Talmer;МФИ Софт;;Попова;Тугаев
5079;5147;2022-09-26;Softline;"ГБПОУ РО ""ТАГАНРОГСКИЙ МЕХАНИЧЕСКИЙ КОЛЛЕДЖ""";;Попова;Тугаев
5080;5148;2022-09-26;Tela Telecom;Эджцентр;;Турков;Юль
5081;5149;2022-09-26;IBS Platformix;Норникель;Марвел;Турков;Юль
5082;5150;2022-09-26;Marvel;"ГНЦ РФ ФГУП ""НАМИ""";Марвел;Филипчук;Юль
5083;5151;2022-09-26;Technoserv;АО «Газпром диагностика»;Марвел;Филипчук;Юль
5084;5152;2022-09-26;ITBgroup;АНО «РСиО»;;Филипчук;Юль
5085;5153;2022-09-26;Iteco;"ООО ""Газпромнефть-Заполярье""";;Никитин;Юль
5086;5154;2022-09-26;Talmer;МФИ Софт;;Попова;Тугаев
5087;5155;2022-09-26;Talmer;Мегафон;;Попова;Тугаев
5088;5156;2022-09-26;Marvel;ООО Пуск;Марвел;Филипчук;Юль
5089;5157;2022-09-26;Talmer;Основа Лаб;;Попова;Тугаев
5090;5158;2022-09-26;Аrtoint;ЦНТ (Navitel);Аксофт;Филипчук;Юль
5091;5159;2022-09-26;Arsecurity ;Газпромнефть-Каталитические системы (Омск);Марвел;Турков;Юль
5092;5160;2022-09-26;DataDom;Электронная Москва;Марвел;Никитин;Юль
5093;5161;2022-09-27;Wizard;Северсталь;;Турков;Курышев
5094;5162;2022-09-27;OTP;Совет Федерации Федерального Собрания Российской Федерации;Марвел;Филипчук;Юль
5095;5163;2022-09-27;SMU-Telekom;ПАО Вымпелком;;Никитин;Епихин
5096;5164;2022-09-27;TecForce;Газпромнефть Заполярье;;Турков;Юль
5097;5165;2022-09-27;ITeco;ТРАСТИНФО;Марвел;Никитин;Епихин
5098;5166;2022-09-28;Talmer;Мегафон;;Попова;Тугаев
5099;5167;2022-09-28;Talmer;МФИ Софт;;Попова;Тугаев
5100;5168;2022-09-28;in-forma;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НАЦИОНАЛЬНЫЙ ОПЕРАТОР ПО ОБРАЩЕНИЮ С РАДИОАКТИВНЫМИ ОТХОДАМИ"" (ФГУП «НО РАО»)";Аксофт;Филипчук;Епихин
5101;5169;2022-09-28;SevenPro;СевенПро;;Черкашин;Тугаев
5102;5170;2022-09-28;Marvel;Даталайн / ЦХД;Марвел;Турков;Юль
5103;5171;2022-09-28;USSB;Среднеуральский медеплавильный завод (ГК УГМК);;Никитин;Епихин
5104;5172;2022-09-28;OTP;Министерство Финансов;Марвел;Турков;Юль
5105;5173;2022-09-29;Elcorservice;ФСБ;;Кононов;Тугаев
5106;5174;2022-09-29;Pir;НИИ Алмазова;;Филипчук;Юль
5107;5175;2022-09-29;Rostelecom;Многовершинное (МНВ);Марвел;Филипчук;Юль
5108;5176;2022-09-30;Marvel;Гознак;Марвел;Филипчук;Юль
5109;5177;2022-09-30;AMG Business;МО, ИНН 7704252261;;Черкашин;Тугаев
5110;5178;2022-09-30;Inex;Самотлорнефтегаз;Марвел;Турков;Курышев
5111;5179;2022-09-30;Torlion;Торлион;;Дьяков;Тугаев
5112;5180;2022-10-03;IBS Platformix;Марс;Марвел;Турков;Епихин
5113;5181;2022-10-03;Softline;ТНС Энерго Нижний Новгород;Марвел;Турков;Юль
5114;5182;2022-10-03;Talmer;МФИ Софт;;Попова;Тугаев
5115;5183;2022-10-03;Innettech INT;Моринсис Агат;Марвел;Турков;Епихин
5116;5184;2022-10-03;Lanit Nord;Ланит НОРД;;Попова;Тугаев
5117;5185;2022-10-04;Integraciya;ООО Интеграция;;Дьяков;Тугаев
5118;5186;2022-10-04;Torlion;Торлион;;Дьяков;Тугаев
5119;5187;2022-10-04;Netland;СУ4;;Турков;Юль
5120;5188;2022-10-04;NewTech;Росгвардия;Марвел;Турков;Юль
5121;5189;2022-10-04;compulink.khv;"Филиал РТРС ""Дальневосточный РЦ""";Марвел;Турков;Юль
5122;5190;2022-10-04;Zevs;АО «ДАЛЬНЕВОСТОЧНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ»;Марвел;Турков;Юль
5123;5191;2022-10-04;ITtoB;Тяжмаш;Марвел;Турков;Тугаев
5124;5192;2022-10-04;Abitech;ЕвросибЭнерго Инжиниринг;;Турков;Епихин
5125;5193;2022-10-04;DataPro;ДАТАПРО;;Никитин;Петров
5126;5194;2022-10-05;Jet;Самотлорнефтегаз;;Никитин;Епихин
5127;5195;2022-10-05;Marvel;РТК Сервис;Марвел;Турков;Петров
5128;5196;2022-10-05;ritek;ООО «Нестле Россия»;;Никитин;Епихин
5129;5197;2022-10-05;Silmatech;Государственный космический научно-производственный центр имени М.В.Хруничева;;Турков;Курышев
5130;5198;2022-10-05;CNS;Покровский рудник;;Турков;Тугаев
5131;5199;2022-10-05;Merlion;ФКУ Государственный архив РФ;Мерлион;Никитин;Юль
5132;5200;2022-10-05;Marvel;Яндекс;Марвел;Марьин;Юль
5133;5201;2022-10-05; 	NTO Ire-Polus;Сбербанк;Марвел;Турков;Юль
5134;5202;2022-10-05;Jet;ОАО РЖД;;Никитин;Юль
