;№ КП;дата выдачи;Партнер (для КП);Конечный заказчик;Дистрибьютор;Sale;Presale
5049;5117;2022-09-21;Freecom;Администрация главы и правительства Республики Бурятия;OCS;Кононов;Тугаев
5050;5118;2022-09-21;Talmer;МФИ Софт;;Попова;Тугаев
5051;5119;2022-09-21;Yandex;Яндекс;Марвел;Филипчук;Юль
5052;5120;2022-09-21;Aksoft;АО Почта Банк;Аксфот;Филипчук;Петров
5053;5121;2022-09-21;Modul;"ООО ""ГЛ ИНЖИНИРИНГ"", ИНН 0266023912";;Черкашин;Тугаев
5054;5122;2022-09-21;Sharxdc;"Государственное унитарное предприятие ""Топливно-энергетический комплекс Санкт-Петербурга""";;Филипчук;Петров
5055;5123;2022-09-21;Lanit Nord;Мегафон;;Попова;Тугаев
5056;5124;2022-09-21;DataPro;ДАТАПРО;Марвел;Никитин;Курышев
5057;5125;2022-09-22;Rittal;Rittal;;Дианова;Тугаев
5058;5126;2022-09-22;Lanit Nord;Газпром Информ;;Попова;Тугаев
5059;5127;2022-09-22;Talmer;Альфа-Банк;;Попова;Тугаев
5060;5128;2022-09-22;Estera Technologies;Таганрогский Металлургический Завод;Марвел;Турков;Юль
5061;5129;2022-09-22;Kir;Каза́нский авиацио́нный заво́д и́мени С. П. Горбуно́ва (филиал ПАО «Туполев»);;Филипчук;Петров
5062;5130;2022-09-22;Marvel;Газпромнефть;Марвел;Турков;Юль
5063;5131;2022-09-22;SibirCompCompany;АО «СО ЕЭС», Филиал АО «СО ЕЭС» ОДУ Сибири;Мерлион;Турков;Юль
5064;5132;2022-09-22;Green MDC;ГЛАВНИВЦ;;Никитин;Петров
5065;5133;2022-09-22;Iso-energo;Газпром Информ;;Попова;Тугаев
5066;5134;2022-09-22;Iteco;"ОКБ им. А. Люльки филиал
ПАО ""ОДК-УМПО""";;Турков;Курышев
5067;5135;2022-09-22;Marvel;Газпромнефть ИТО;;Филипчук;Курышев
5068;5136;2022-09-22;Iso-energo;Центральный банк РФ;Марвел;Турков;Юль
5069;5137;2022-09-22;IXcellerate;IXcellerate;;Никитин;Епихин
5070;5138;2022-09-23;Elocom;МВД РФ г. Москвы;;Дьяков;Тугаев
5071;5139;2022-09-23;Sitilink UG;Новороссийский зерновой терминал (ООО «НЗТ»);;Филипчук;Петров
5072;5140;2022-09-23;Beeline;Вымпелком;;Никитин;Курышев
5073;5141;2022-09-23;3data;3ДАТА;;Никитин;Петров
5074;5142;2022-09-23;Kraftway Сorporation PLC;МО РФ;;Попова;Тугаев
5075;5143;2022-09-23;Talmer;МФИ Соф;;Попова;Тугаев
5076;5144;2022-09-26;OCS;КРОК;OCS;Кононов;Тугаев
5077;5145;2022-09-26;Croc;ООО «ПРОТЕХЭКСПЕРТ»;Марвел;Никитин;Юль
5078;5146;2022-09-26;Talmer;МФИ Софт;;Попова;Тугаев
5079;5147;2022-09-26;Softline;"ГБПОУ РО ""ТАГАНРОГСКИЙ МЕХАНИЧЕСКИЙ КОЛЛЕДЖ""";;Попова;Тугаев
5080;5148;2022-09-26;Tela Telecom;Эджцентр;;Турков;Юль
5081;5149;2022-09-26;IBS Platformix;Норникель;Марвел;Турков;Юль
5082;5150;2022-09-26;Marvel;"ГНЦ РФ ФГУП ""НАМИ""";Марвел;Филипчук;Юль
5083;5151;2022-09-26;Technoserv;АО «Газпром диагностика»;Марвел;Филипчук;Юль
5084;5152;2022-09-26;ITBgroup;АНО «РСиО»;;Филипчук;Юль
5085;5153;2022-09-26;Iteco;"ООО ""Газпромнефть-Заполярье""";;Никитин;Юль
5086;5154;2022-09-26;Talmer;МФИ Софт;;Попова;Тугаев
5087;5155;2022-09-26;Talmer;Мегафон;;Попова;Тугаев
5088;5156;2022-09-26;Marvel;ООО Пуск;Марвел;Филипчук;Юль
5089;5157;2022-09-26;Talmer;Основа Лаб;;Попова;Тугаев
5090;5158;2022-09-26;Аrtoint;ЦНТ (Navitel);Аксофт;Филипчук;Юль
5091;5159;2022-09-26;Arsecurity ;Газпромнефть-Каталитические системы (Омск);Марвел;Турков;Юль
5092;5160;2022-09-26;DataDom;Электронная Москва;Марвел;Никитин;Юль
5093;5161;2022-09-27;Wizard;Северсталь;;Турков;Курышев
5094;5162;2022-09-27;OTP;Совет Федерации Федерального Собрания Российской Федерации;Марвел;Филипчук;Юль
5095;5163;2022-09-27;SMU-Telekom;ПАО Вымпелком;;Никитин;Епихин
5096;5164;2022-09-27;TecForce;Газпромнефть Заполярье;;Турков;Юль
5097;5165;2022-09-27;ITeco;ТРАСТИНФО;Марвел;Никитин;Епихин
5098;5166;2022-09-28;Talmer;Мегафон;;Попова;Тугаев
5099;5167;2022-09-28;Talmer;МФИ Софт;;Попова;Тугаев
5100;5168;2022-09-28;in-forma;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НАЦИОНАЛЬНЫЙ ОПЕРАТОР ПО ОБРАЩЕНИЮ С РАДИОАКТИВНЫМИ ОТХОДАМИ"" (ФГУП «НО РАО»)";Аксофт;Филипчук;Епихин
5101;5169;2022-09-28;SevenPro;СевенПро;;Черкашин;Тугаев
5102;5170;2022-09-28;Marvel;Даталайн / ЦХД;Марвел;Турков;Юль
5103;5171;2022-09-28;USSB;Среднеуральский медеплавильный завод (ГК УГМК);;Никитин;Епихин
5104;5172;2022-09-28;OTP;Министерство Финансов;Марвел;Турков;Юль
5105;5173;2022-09-29;Elcorservice;ФСБ;;Кононов;Тугаев
5106;5174;2022-09-29;Pir;НИИ Алмазова;;Филипчук;Юль
5107;5175;2022-09-29;Rostelecom;Многовершинное (МНВ);Марвел;Филипчук;Юль
5108;5176;2022-09-30;Marvel;Гознак;Марвел;Филипчук;Юль
5109;5177;2022-09-30;AMG Business;МО, ИНН 7704252261;;Черкашин;Тугаев
5110;5178;2022-09-30;Inex;Самотлорнефтегаз;Марвел;Турков;Курышев
5111;5179;2022-09-30;Torlion;Торлион;;Дьяков;Тугаев
5112;5180;2022-10-03;IBS Platformix;Марс;Марвел;Турков;Епихин
5113;5181;2022-10-03;Softline;ТНС Энерго Нижний Новгород;Марвел;Турков;Юль
5114;5182;2022-10-03;Talmer;МФИ Софт;;Попова;Тугаев
5115;5183;2022-10-03;Innettech INT;Моринсис Агат;Марвел;Турков;Епихин
5116;5184;2022-10-03;Lanit Nord;Ланит НОРД;;Попова;Тугаев
5117;5185;2022-10-04;Integraciya;ООО Интеграция;;Дьяков;Тугаев
5118;5186;2022-10-04;Torlion;Торлион;;Дьяков;Тугаев
5119;5187;2022-10-04;Netland;СУ4;;Турков;Юль
5120;5188;2022-10-04;NewTech;Росгвардия;Марвел;Турков;Юль
5121;5189;2022-10-04;compulink.khv;"Филиал РТРС ""Дальневосточный РЦ""";Марвел;Турков;Юль
5122;5190;2022-10-04;Zevs;АО «ДАЛЬНЕВОСТОЧНАЯ ГЕНЕРИРУЮЩАЯ КОМПАНИЯ»;Марвел;Турков;Юль
5123;5191;2022-10-04;ITtoB;Тяжмаш;Марвел;Турков;Тугаев
5124;5192;2022-10-04;Abitech;ЕвросибЭнерго Инжиниринг;;Турков;Епихин
5125;5193;2022-10-04;DataPro;ДАТАПРО;;Никитин;Петров
5126;5194;2022-10-05;Jet;Самотлорнефтегаз;;Никитин;Епихин
5127;5195;2022-10-05;Marvel;РТК Сервис;Марвел;Турков;Петров
5128;5196;2022-10-05;ritek;ООО «Нестле Россия»;;Никитин;Епихин
5129;5197;2022-10-05;Silmatech;Государственный космический научно-производственный центр имени М.В.Хруничева;;Турков;Курышев
5130;5198;2022-10-05;CNS;Покровский рудник;;Турков;Тугаев
5131;5199;2022-10-05;Merlion;ФКУ Государственный архив РФ;Мерлион;Никитин;Юль
5132;5200;2022-10-05;Marvel;Яндекс;Марвел;Марьин;Юль
5133;5201;2022-10-05; 	NTO Ire-Polus;Сбербанк;Марвел;Турков;Юль
5134;5202;2022-10-05;Jet;ОАО РЖД;;Никитин;Юль
5135;5203;2022-10-06;AT-Consulting;Федеральное агентство по управлению государственным имуществом;;Турков;Тугаев
5136;5204;2022-10-06;MTU-S;ММТС9;;Кононов;Тугаев
5137;5205;2022-10-06;specps;РУТ МИИТ;Марвел;Турков;Курышев
5138;5206;2022-10-06;Galex;УФСБ России по Краснодарскому краю;;Турков;Курышев
5139;5207;2022-10-06;Mimir;ООО «Мимир инжиниринг»;;Кононов;Тугаев
5140;5208;2022-10-06;Rubitech;ПАО ВТБ;МЕРЛИОН;Никитин;Петров
5141;5209;2022-10-06;Matller;Матллер Индастри;;Дьяков;Тугаев
5142;5210;2022-10-06;Kvarta;Кварта Сервис;;Дьяков;Тугаев
5143;5211;2022-10-06;tel-int;ФГБОУ ДПО ИРПО;;Турков;Петров
5144;5212;2022-10-07;Ixcellerate;Ixcellerate;;Никитин;Петров
5145;5213;2022-10-07;Nept;Росатом;;Дьяков;Тугаев
5146;5214;2022-10-07;C-Lan;ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НАУКИ ИНСТИТУТ СИСТЕМНОГО ПРОГРАММИРОВАНИЯ ИМ. В.П. ИВАННИКОВА РОССИЙСКОЙ АКАДЕМИИ НАУК;Марвел;Турков;Курышев
5147;5215;2022-10-07;Imba IT;Лужники;;Турков;Епихин
5148;5216;2022-10-10;Talmer;ЛГОК;;Попова;Тугаев
5149;5217;2022-10-10;Inline telecom;Ростелеком, г. Архангельск;;Турков;Тугаев
5150;5218;2022-10-10;Digi Data;ФГУП НИИ Квант;Марвел;Турков;Епихин
5151;5219;2022-10-10;Ixcellerate;Ixcellerate;;Никитин;Петров
5152;5220;2022-10-10;Lanit Nord;Ланит НОРД;;Попова;Тугаев
5153;5221;2022-10-10;Dataspace;Dataspace;;Турков;Юль
5154;5222;2022-10-10;Ritm IT;ООО «АИ-ПРО»;Марвел;Турков;Юль
5155;5223;2022-10-10;Talmer;Мегафон;;Попова;Тугаев
5156;5224;2022-10-10;DCOA;"АО ""Данные – Центр обработки и автоматизации""";;Дьяков;Тугаев
5157;5225;2022-10-10;5 element;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""ОПЕРАТОР ""ЭЛЕКТРОННОГО ПРАВИТЕЛЬСТВА""";Марвел;Турков;Петров
5158;5226;2022-10-10;Wizard;АО Астра;Марвел;Турков;Епихин
5159;5227;2022-10-10;Croc;Норильский Никель.;;Никитин;Курышев
5160;5228;2022-10-10;Jet;РОСТЕЛЕКОМ;;Никитин;Петров
5161;5229;2022-10-10;GK VBK;"ФГБОУ ВО ""ПГУ им. Шолом-Алейхема""";;Никитин;Курышев
5162;5230;2022-10-11;PPIK;НОВАТЭК;;Кононов;Тугаев
5163;5231;2022-10-11;Talmer;Уральская Сталь;;Попова;Тугаев
5164;5232;2022-10-11;Skala-R;Скала-Р;Марвел;Никитин;Епихин
5165;5233;2022-10-11;Katarsis;ПКБ Северное;Марвел;Турков;Петров
5166;5234;2022-10-11;Merlion;ГазпромНефть Шельф;;Кононов;Тугаев
5167;5235;2022-10-11;Skala-R;ГНИВЦ;Марвел;Никитин;Епихин
5168;5236;2022-10-11;Skala-R;ГАЗПРОМ;Марвел;Никитин;Епихин
5169;5237;2022-10-11;T-logic+Lanit;ПАО “Промсвязьбанк”;;Никитин;Петров
5170;5238;2022-10-11;Arctic; Авиастар СП;Марвел;Турков;Курышев
5171;5239;2022-10-12;IXCELLERATE;IXCELLERATE;;Никитин;Петров
5172;5240;2022-10-12;Optivera;АО «СО ЕЭС» Тюменское РДУ;Марвел;Турков;Епихин
5173;5241;2022-10-12;VBK;АЭРОВОКЗАЛ ЮЖНО-САХАЛИНСК;Марвел;Филипчук;Епихин
5174;5242;2022-10-13;DataRK;МИР ТЕЛЕКОМ;;Никитин;Епихин
5175;5243;2022-10-13;Impuls Telekom;Impuls Telekom;;Филипчук;Епихин
5176;5244;2022-10-13;Marvel;СБ;Марвел;Нугманов;Епихин
5177;5245;2022-10-13;Stalker-Ast;Сталкер-Астрахань;;Дьяков;Тугаев
5178;5246;2022-10-13;Wizard;БМВ Рулсанд Трейдинг;;Турков;Епихин
5179;5247;2022-10-13;AT-Consulting;ФГБВОУ ВО «Академия гражданской защиты МЧС России»;;Турков;Тугаев
5180;5248;2022-10-13;Black;Газпромнефть ИТО;;Филипчук;Епихин
5181;5249;2022-10-13;Merlion;МБОУ СОШ № 199 Новосибирск;Мерлион;Никитин;Епихин
5182;5250;2022-10-13;Merlion;Облачные технологии;Мерлион;Нугманов;Епихин
5183;5251;2022-10-13;Softline;Центральная лаборатория комбината (ЦЛК);;Никитин;Петров
5184;5252;2022-10-13;Marvel;Яндекс;Марвел;Марьин;Епихин
5185;5253;2022-10-13;Servionica;ПД ИНЖИНИРИНГ ИНН 9703064251;;Кононов;Тугаев
5186;5254;2022-10-13;Hiref;ПФР;;Никитин;Епихин
5187;5255;2022-10-14;ittechnogroup.;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР ""ДЕЛЬТА""";;Турков;Курышев
5188;5256;2022-10-14;Logicsystems;"АО ""Русатом Энерджи Проджектс""";Марвел;Филипчук;Епихин
5189;5257;2022-10-14;rks-it;Ульяновский государственный университет;Мерлион;Филипчук;Петров
5190;5258;2022-10-14;prfsnab;АО Эврика ИНН 7827008143;Марвел;Турков;Курышев
5191;5259;2022-10-14;result;ООО «Комплекс Парадная»;Марвел;Филипчук;Епихин
5192;5260;2022-10-14;A-Systems;Научно-исследовательский институт дальней радиосвязи;Марвел;Филипчук;Юль
5193;5261;2022-10-14;С-lan;ООО Специальные Проекты и Системы;Марвел;Филипчук;Юль
5194;5262;2022-10-14;result;ООО «Комплекс Парадная»;Марвел;Филипчук;Епихин
5195;5263;2022-10-14;result;ООО «Комплекс Парадная»;Марвел;Филипчук;Епихин
5196;5264;2022-10-14;RTRS;РТРС;;Попова;Тугаев
5197;5265;2022-10-14;Aveon;Авеон;;Попова;Тугаев
5198;5266;2022-10-14;Jet;Самотлорнефтегаз;Марвел;Никитин;Епихин
5199;5267;2022-10-14;Marvel;СМАРТ ТЕХНОЛОДЖИС;Марвел;Никитин;Епихин
5200;5268;2022-10-14;Marvel;ДАТАПРО;Марвел;Никитин;Епихин
5201;5269;2022-10-14;Technoit;АО «СМАРТС»;Марвел;Филипчук;Епихин
5202;5270;2022-10-14;Imba IT;Приморская ГРЭС;;Турков;Тугаев
5203;5271;2022-10-14;techelectro;Маломырский рудник;Марвел;Турков;Епихин
5204;5272;2022-10-17;Softline;Россельхозбанк;;Никитин;Епихин
5205;5273;2022-10-17; RusHightechExport;Arab Development Holding;;Филипчук;Петров
5206;5274;2022-10-17;Talmer;Мегафон;;Попова;Тугаев
5207;5275;2022-10-17;Croc;KazMinerals;;Никитин;Епихин
5208;5276;2022-10-17;Marvel;Многовершинное (Русдрагмет);Марвел;Турков;Курышев
5209;5277;2022-10-17;Network technologies;АО «СМАРТС»;;Черкашин;Тугаев
5210;5278;2022-10-17;T1-Integration;НИПИИ Краснодар;;Никитин;Епихин
5211;5279;2022-10-17;Jet;Газпромнефть НТЦ;;Филипчук;Петров
5212;5280;2022-10-17;Croc;ТольяттиАзот;;Никитин;Петров
5213;5281;2022-10-18;GK Anten;"ООО ""Газпромнефть-Снабжение"",";;Филипчук;Курышев
5214;5282;2022-10-18;Marvel;ВалентаФарм;Марвел;Никитин;Петров
5215;5283;2022-10-18;Tegrus;ООО ВСЕИНСТРУМЕНТЫ.РУ;Мерлион;Филипчук;Петров
5216;5284;2022-10-18;Datahouse;Datahouse;;Черкашин;Тугаев
5217;5285;2022-10-18;RIT;Рит;;Попова;Тугаев
5218;5286;2022-10-18;RIT;Рит;;Попова;Тугаев
5219;5287;2022-10-18;Nolten;Нолтен;;Попова;Тугаев
5220;5288;2022-10-19;Stacktelecom;Стек Телеком;;Турков;Епихин
5221;5289;2022-10-19;ivihd;МВД СЗФО;Марвел;Турков;Петров
5222;5290;2022-10-20;RTRS;РТРС;;Попова;Тугаев
5223;5291;2022-10-20;Abitech;ЕвросибЭнерго Инжиниринг;;Турков;Епихин
5224;5292;2022-10-20;Marvel;НИПИГАЗ;Марвел;Филипчук;Епихин
5225;5293;2022-10-20;Marvel;ГОСФИЛЬМОФОНД;Марвел;Никитин;Епихин
5226;5294;2022-10-20;CS IT;Ленгипротранс;Марвел;Турков;Епихин
5227;5295;2022-10-20;DS Consulting;Гознак;;Филипчук;Епихин
5228;5296;2022-10-20;RTRS;РТРС;;Попова;Тугаев
5229;5297;2022-10-20;Dclogic;АО НПК «НИИДАР»;;Кононов;Тугаев
5230;5298;2022-10-20;AtomData;АТОМДАТА;;Никитин;Петров
5231;5299;2022-10-20;Marvel;Яндекс;;Филипчук;Епихин
5232;5300;2022-10-21;Network technologies;"ПАО ""Т Плюс""";;Черкашин;Тугаев
5233;5301;2022-10-21;Ittechnogroup;ФКП НПЦ Дельта;;Турков;Епихин
5234;5302;2022-10-21;Anydata;Аэрофлот;;Кононов;Тугаев
5235;5303;2022-10-21;STI;"ФГБУ
«УЗС» ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКАЗЧИКА СТРОИТЕЛЬСТВА И РЕКОНСТРУКЦИИ ОБЪЕКТОВ ФЕДЕРАЛЬНЫХ ГОСУДАРСТВЕННЫХ ОРГАНОВ"" УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ";;Турков;Курышев
5236;5304;2022-10-21;;Ростелеком Санкт-Петербург;;Турков;Петров
5237;5305;2022-10-21;Marvel;БКС;Марвел;Турков;Епихин
5238;5306;2022-10-21;OCS;;OCS;Кононов;Тугаев
5239;5307;2022-10-21;Marvel;НИЦ «Курчатовский институт» - ИФВЭ;Марвел;Турков;Петров
5240;5308;2022-10-21;Marvel;ПАО Вымпелком;Марвел;Никитин;Епихин
5241;5309;2022-10-24;Sonet;Росатом;Марвел;Турков;Епихин
5242;5310;2022-10-24;Softline;"ООО УК ""Продимекс Агро""";;Филипчук;Курышев
5243;5311;2022-10-24;Stacktelecom;Стек Телеком;;Турков;Епихин
5244;5312;2022-10-24;ITER;Многовершинное;;Филипчук;Епихин
5245;5313;2022-10-24;Alias;"АО ""Копейский машзавод""";;Дьяков;Тугаев
5246;5314;2022-10-24;M-Invest;Газпром;;Попова;Тугаев
5247;5315;2022-10-24;Sinto;ТЕНЗОР ИНН 7605016030;Марвел;Никитин;Епихин
5248;5316;2022-10-24;Croc;Межгосударственный Банк;Марвел;Никитин;Епихин
5249;5317;2022-10-25;Archnuvo;;Мерлион;Филипчук;Курышев
5250;5318;2022-10-25;Marvel;ПАО Сбербанк;Марвел;Филипчук;Епихин
5251;5319;2022-10-25;Marvel;Интеграция и Сервис;Марвел;Турков;Епихин
5252;5320;2022-10-25;Legion;нет данных;Марвел;Никитин;Епихин
5253;5321;2022-10-25;Marvel;ГБУ СО МФЦ;Марвел;Филипчук;Петров
5254;5322;2022-10-25;Icore; Газпромнефть Оренбург;Марвел;Филипчук;Курышев
5255;5323;2022-10-25;Marvel;ООО «Облачные технологии»;Марвел;Филипчук;Курышев
5256;5324;2022-10-25;NPO Enginiring;Ростелком;;Филипчук;Петров
5257;5325;2022-10-25;Abitech;АстраЗенека;;Турков;Епихин
5258;5326;2022-10-26;Vkorpe;КОНСТИТУЦИОННЫЙ СУД РОССИЙСКОЙ ФЕДЕРАЦИИ;Марвел;Филипчук;Епихин
5259;5327;2022-10-26;Merlion;Луис+;;Кононов;Тугаев
5260;5328;2022-10-26;Specps;ФСБ;;Кононов;Тугаев
5261;5329;2022-10-26;Specps;ФСБ;;Кононов;Тугаев
5262;5330;2022-10-26;AMD Tech;Промсвязьбанк;;Филипчук;Курышев
5263;5331;2022-10-26;Marvel;Брокеркредитсервис;Марвел;Филипчук;Епихин
5264;5332;2022-10-26;Spectr-RS;ПАО Газпром;Марвел;Филипчук;Епихин
5265;5333;2022-10-26;kv-projects;Казаньэлектрощит;;Турков;Епихин
5266;5334;2022-10-26;Marvel;АО «Петропавловск-Камчатский морской торговый порт»;Марвел;Турков;Епихин
5267;5335;2022-10-26;alikor;Маломырский рудник;Марвел;Турков;Епихин
5268;5336;2022-10-26;T1-Integration;Т1-клауд;Марвел;Никитин;Епихин
5269;5337;2022-10-26;Tempesto;ООО Технологии Вокруг;;Попова;Тугаев
5270;5338;2022-10-26;Vybos;ФГУП КВАНТ Ленинградская область, Ломоносовский район, Лаголовское сельское поселение, СНТ Городское, Красносельская ул., д.27.;;Филипчук;Епихин
5271;5339;2022-10-26;Marvel;ДАТАПРО;Марвел;Никитин;Епихин
5272;5340;2022-10-27;Marvel;Яндекс;Марвел;Филипчук;Епихин
5273;5341;2022-10-27;Telecom Integratsiya;Казанский завод силикатных стеновых материалов;;Турков;Петров
5274;5342;2022-10-27;Inline telecom;Сбер;;Турков;Епихин
5275;5343;2022-10-27;Logicsystems;"ООО ""ОФИС51""";Марвел;Филипчук;Епихин
5276;5344;2022-10-27;Marvel;Управление Информационно-Коммуникационных Технологий Архангельской Области;Марвел;Турков;Епихин
5277;5345;2022-10-27;Ixcellerate;Ixcellerate;;Никитин;Петров
5278;5346;2022-10-27;Talmer;МФИ Софт;;Попова;Тугаев
5279;5347;2022-10-27;Croc;"ФГБУ ""ЦЕНТР ГЕОДЕЗИИ, КАРТОГРАФИИ И ИПД""";Марвел;Никитин;Епихин
5280;5348;2022-10-27;Tegrus;Газпромнефть-логистка;Мерлион;Никитин;Курышев
5281;5349;2022-10-28;DataPro;ДАТАПРО;;Никитин;Курышев
5282;5350;2022-10-28;Neva-Svyaz;ООО Нева-Связь;;Дьяков;Тугаев
5283;5351;2022-10-28;Merlion;Мерлион;Мерлион;Филипчук;Епихин
5284;5352;2022-10-28;Comita;Газпром Информ;Марвел;Филипчук;Епихин
5285;5353;2022-10-28;Softline;"ЮЖНО-УРАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ
Адрес установки - Город Челябинск, ​центральный район, проспект Ленина, 87а, аудитория 102.";;Турков;Курышев
5286;5354;2022-10-28;Optivera;Генподрядчик Атомстройкомплек, конечник УКС Екатеринбург.;Марвел;Филипчук;Епихин
5287;5355;2022-10-31;Talmer;МФИ Софт;;Попова;Тугаев
5288;5356;2022-10-31;Marvel;Яндекс;Марвел;Филипчук;Епихин
5289;5357;2022-10-31;Spectr-RS;Министерство Обороны;;Филипчук;Курышев
5290;5358;2022-10-31;AMI-NETWORK company;Красное и Белое;Марвел;Турков;Епихин
5291;5359;2022-10-31;Infotaktika;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ МОСКОВСКИЙ ГОРОДСКОЙ ТРЕСТ ГЕОЛОГО-ГЕОДЕЗИЧЕСКИХ И КАРТОГРАФИЧЕСКИХ РАБОТ;;Турков;Курышев
5292;5360;2022-10-31;SafeLogic;ФГАУ НМИЦ НХ им. ак. Н.Н.Бурденко;Мерлион;Кононов;Тугаев
5293;5361;2022-10-31;Optivera;какая то больница;;Черкашин;Тугаев
5294;5362;2022-10-31;Merlion;Первый канал;Мерлион;Кононов;Тугаев
5295;5363;2022-10-31;Merlion;РОУК;Мерлион;Кононов;Тугаев
5296;5364;2022-11-01;OCS;РОУК;OCS;Кононов;Тугаев
5297;5365;2022-11-01;Softline;Агрохолдинг Степь;;Филипчук;Курышев
5298;5366;2022-11-01;ITGlobal;Бритиш Американ Тобакко (BAT) – СПБ;;Турков;Епихин
5299;5367;2022-11-01;Marvel;Газпромнефть-логистка;Мерлион;Никитин;Курышев
5300;5368;2022-11-01;Jet;Инфосистемы Джет;;Филипчук;Епихин
5301;5369;2022-11-01;Okno TV;НТВ;;Кононов;Тугаев
5302;5370;2022-11-01;Marvel;ЧАСТНОЕ УЧРЕЖДЕНИЕ ПО ЦИФРОВИЗАЦИИ АТОМНОЙ ОТРАСЛИ «ЦИФРУМ»ИНН 7726450860;Марвел;Филипчук;Курышев
5303;5371;2022-11-01;Inart;Метрополитен ПУОТБ;;Филипчук;Епихин
5304;5372;2022-11-01;Iso-energo;Газпром Информ;Марвел;Филипчук;Юль
5305;5373;2022-11-01;Symanitron;Московский Кредитный Банк МКБ;;Филипчук;Петров
5306;5374;2022-11-02;Vingard;Нестле Россия;;Турков;Епихин
5307;5375;2022-11-02;Marvel;Аквариус;;Турков;Епихин
5308;5376;2022-11-02;Ixcellerate;Ixcellerate;;Никитин;Епихин
5309;5377;2022-11-02;MTU-S;ММТС9;Марвел;Кононов;Тугаев
5310;5378;2022-11-02;MTU-S;ММТС9;Марвел;Кононов;Тугаев
5311;5379;2022-11-02;ittechnogroup.;"МБОУ ДО ЦДТТ ""Юный Техник""";;Турков;Тугаев
5312;5380;2022-11-02;Infotaktika;НПО Лавочкина;;Турков;Тугаев
5313;5381;2022-11-02;A-Systems;НИИДАР;Марвел;Филипчук;Епихин
5314;5382;2022-11-02;gcenet;Диджитал Патрол;;Турков;Петров
5315;5383;2022-11-03;Rubitech;ОЦРВ РЖД;Мерлион;Никитин;Епихин
5316;5384;2022-11-03;GK VBK;АО «Цифровые платформы и решения Умного Города»;Марвел;Никитин;Епихин
5317;5385;2022-11-03;Talmer;Основа Лаб;;Попова;Тугаев
5318;5386;2022-11-03;Rubitech;Рубитех;;Никитин;Курышев
5319;5387;2022-11-03;Vistlan;Vistlan;;Кононов;Тугаев
5320;5388;2022-11-03;Softline;ПГНИУ (Пермский государственный национальный исследовательский университет);;Турков;Петров
5321;5389;2022-11-03;Talmer;МФИ Софт;;Попова;Тугаев
5322;5390;2022-11-03;Marvel;Selectel;;Никитин;Курышев
5323;5391;2022-11-03;;;;Филипчук;Курышев
5324;5392;2022-11-03;Scala-R;Газпромнефть;Марвел;Никитин;Петров
5325;5393;2022-11-07;skm-electro;МНПЗ;;Кирильчук;Курышев
5326;5394;2022-11-07;atlon;Кармани;;Турков;Епихин
5327;5395;2022-11-07;Rubitech;ФНС;Мерлион;Никитин;Епихин
5328;5396;2022-11-07;Iso-energo;Газпром Информ;Марвел;Филипчук;Епихин
5329;5397;2022-11-07;Croc;"""БЛАГО""";Марвел;Никитин;Епихин
5330;5398;2022-11-07;IBS Platformix;РУДН;;Никитин;Петров
5331;5399;2022-11-07;AMD Tech;Банк Русский Стандарт;;Олифер;Курышев
5332;5400;2022-11-07;TecForce;МНПЗ;;Турков;Курышев
5333;5401;2022-11-07;buro73;СПБ ГУП Горэлектротранс;;Турков;Петров
5334;5402;2022-11-07;Wizard;Русдрагмет / Стенмикс / Многовершинное;;Турков;Курышев
5335;5403;2022-11-08;Talmer;Основа Лаб;;Попова;Тугаев
5336;5404;2022-11-08;Tegrus;ПАО МТС;Мерлион;Никитин;Курышев
5337;5405;2022-11-08;Talmer;МФИ Софт;;Попова;Тугаев
5338;5406;2022-11-08;Selectel;Селектел;;Никитин;Петров
5339;5407;2022-11-09;Stella;ООО Стелла;;Дьяков;Тугаев
5340;5408;2022-11-09;Sonet;Спар Миддл Волга;Марвел;Турков;Епихин
5341;5409;2022-11-09;abeona;РОСАТОМ;;Никитин;Епихин
5342;5410;2022-11-09;impers;Водоканал СПб;Марвел;Турков;Епихин
5343;5411;2022-11-09;aversgroup;Университет «Сириус», АНО ВО;Марвел;Турков;Епихин
5344;5412;2022-11-09;Elpo;ГринАтом;;Дьяков;Тугаев
